run,raw_z0,gauze_z0,delta
1,-0.54736328125,0.58447265625,1.1318359375
2,-0.55029296875,0.588134765625,1.138427734375
3,-0.54296875,0.591064453125,1.134033203125
4,-0.55029296875,0.58056640625,1.130859375
5,-0.55078125,0.580078125,1.130859375
6,-0.52685546875,0.599365234375,1.126220703125
7,-0.543701171875,0.58251953125,1.126220703125
8,-0.555908203125,0.568603515625,1.12451171875
9,-0.540283203125,0.57177734375,1.112060546875
10,-0.544921875,0.5859375,1.130859375
11,-0.556884765625,0.586669921875,1.1435546875
12,-0.542724609375,0.591064453125,1.1337890625
13,-0.5478515625,0.593017578125,1.140869140625
14,-0.55517578125,0.598388671875,1.153564453125
15,-0.55810546875,0.59130859375,1.1494140625
16,-0.55224609375,0.59130859375,1.1435546875
