run,raw_z0,gauze_z0,delta
1,-0.135986328125,0.421875,0.557861328125
2,-0.12939453125,0.447021484375,0.576416015625
3,-0.130859375,0.4404296875,0.5712890625
4,-0.127685546875,0.439453125,0.567138671875
5,-0.124755859375,0.423583984375,0.54833984375
6,-0.12353515625,0.422119140625,0.545654296875
7,-0.13134765625,0.44775390625,0.5791015625
8,-0.1337890625,0.42578125,0.5595703125
9,-0.1279296875,0.444580078125,0.572509765625
10,-0.13720703125,0.433837890625,0.571044921875
11,-0.135498046875,0.42919921875,0.564697265625
12,-0.12744140625,0.428955078125,0.556396484375
13,-0.125,0.439208984375,0.564208984375
14,-0.11083984375,0.43505859375,0.5458984375
15,-0.124267578125,0.439453125,0.563720703125
16,-0.125732421875,0.431640625,0.557373046875
