run,raw_z0,gauze_z0,delta
1,-0.3994140625,0.663818359375,1.063232421875
2,-0.4130859375,0.673095703125,1.086181640625
3,-0.3896484375,0.65771484375,1.04736328125
4,-0.39599609375,0.655029296875,1.051025390625
5,-0.390625,0.66015625,1.05078125
6,-0.41064453125,0.667724609375,1.078369140625
7,-0.41455078125,0.66259765625,1.0771484375
8,-0.39990234375,0.648193359375,1.048095703125
9,-0.393310546875,0.66357421875,1.056884765625
10,-0.408447265625,0.669189453125,1.07763671875
11,-0.39306640625,0.653076171875,1.046142578125
12,-0.39501953125,0.656005859375,1.051025390625
13,-0.39990234375,0.65869140625,1.05859375
14,-0.4091796875,0.660888671875,1.070068359375
15,-0.38916015625,0.658203125,1.04736328125
16,-0.40087890625,0.663330078125,1.064208984375
