run,raw_z0,gauze_z0,delta
1,0.579833984375,-0.79638671875,-1.376220703125
2,0.5830078125,-0.812744140625,-1.395751953125
3,0.578857421875,-0.8046875,-1.383544921875
4,0.5966796875,-0.81396484375,-1.41064453125
5,0.5927734375,-0.81201171875,-1.40478515625
6,0.58056640625,-0.80517578125,-1.3857421875
7,0.58740234375,-0.822265625,-1.40966796875
8,0.584716796875,-0.80126953125,-1.385986328125
9,0.583251953125,-0.8115234375,-1.394775390625
10,0.579345703125,-0.80224609375,-1.381591796875
11,0.59130859375,-0.81201171875,-1.4033203125
12,0.57861328125,-0.807373046875,-1.385986328125
13,0.5966796875,-0.813232421875,-1.409912109375
14,0.583740234375,-0.8193359375,-1.403076171875
15,0.583740234375,-0.80322265625,-1.386962890625
16,0.576416015625,-0.819580078125,-1.39599609375
