run,raw_z0,gauze_z0,delta
1,0.006103515625,0.751708984375,0.74560546875
2,-0.0322265625,0.750244140625,0.782470703125
3,0.0107421875,0.760009765625,0.749267578125
4,-0.01611328125,0.762451171875,0.778564453125
5,0.002685546875,0.74560546875,0.742919921875
6,0.014892578125,0.74951171875,0.734619140625
7,0.003173828125,0.740478515625,0.7373046875
8,0.006103515625,0.7490234375,0.742919921875
9,0.01318359375,0.748291015625,0.735107421875
10,0.01220703125,0.755859375,0.74365234375
11,-0.014404296875,0.751708984375,0.76611328125
12,0.00927734375,0.745849609375,0.736572265625
13,-0.009033203125,0.743408203125,0.75244140625
14,0.002197265625,0.75244140625,0.750244140625
15,0.010498046875,0.75,0.739501953125
16,0.00830078125,0.7490234375,0.74072265625
