run,raw_z0,gauze_z0,delta
1,-0.767578125,0.72265625,1.490234375
2,-0.784912109375,0.727783203125,1.5126953125
3,-0.771484375,0.73095703125,1.50244140625
4,-0.7763671875,0.724853515625,1.501220703125
5,-0.773193359375,0.725830078125,1.4990234375
6,-0.77685546875,0.731689453125,1.508544921875
7,-0.77392578125,0.73291015625,1.5068359375
8,-0.783447265625,0.72412109375,1.507568359375
9,-0.783935546875,0.725341796875,1.50927734375
10,-0.77490234375,0.713623046875,1.488525390625
11,-0.78173828125,0.72607421875,1.5078125
12,-0.776123046875,0.72265625,1.498779296875
13,-0.76611328125,0.721923828125,1.488037109375
14,-0.774658203125,0.731689453125,1.50634765625
15,-0.779296875,0.7421875,1.521484375
16,-0.772216796875,0.738525390625,1.5107421875
