run,raw_z0,gauze_z0,delta
1,-0.906005859375,0.172607421875,1.07861328125
2,-0.914794921875,0.164794921875,1.07958984375
3,-0.91650390625,0.181884765625,1.098388671875
4,-0.91943359375,0.171630859375,1.091064453125
5,-0.915283203125,0.155029296875,1.0703125
6,-0.919189453125,0.1611328125,1.080322265625
7,-0.92138671875,0.1552734375,1.07666015625
8,-0.914794921875,0.169189453125,1.083984375
9,-0.9189453125,0.154052734375,1.072998046875
10,-0.912109375,0.16357421875,1.07568359375
11,-0.913818359375,0.140869140625,1.0546875
12,-0.9140625,0.16357421875,1.07763671875
13,-0.9208984375,0.1552734375,1.076171875
14,-0.924560546875,0.158203125,1.082763671875
15,-0.91015625,0.1845703125,1.0947265625
16,-0.91162109375,0.147705078125,1.059326171875
