run,raw_z0,gauze_z0,delta
1,0.97998046875,0.986572265625,0.006591796875
2,0.971923828125,0.98876953125,0.016845703125
3,0.975830078125,0.990966796875,0.01513671875
4,0.97998046875,0.989013671875,0.009033203125
5,0.976806640625,0.990966796875,0.01416015625
6,0.97802734375,0.990966796875,0.012939453125
7,0.977294921875,0.988037109375,0.0107421875
8,0.978271484375,0.991455078125,0.01318359375
9,0.9775390625,0.9921875,0.0146484375
10,0.979736328125,0.9892578125,0.009521484375
11,0.9765625,0.987060546875,0.010498046875
12,0.98046875,0.991943359375,0.011474609375
13,0.978759765625,0.991455078125,0.0126953125
14,0.982421875,0.98779296875,0.00537109375
15,0.97900390625,0.988525390625,0.009521484375
16,0.977294921875,0.989990234375,0.0126953125
