run,raw_z0,gauze_z0,delta
1,0.15673828125,0.716064453125,0.559326171875
2,0.153564453125,0.717041015625,0.5634765625
3,0.16796875,0.71826171875,0.55029296875
4,0.14306640625,0.722900390625,0.579833984375
5,0.14306640625,0.712646484375,0.569580078125
6,0.135009765625,0.712890625,0.577880859375
7,0.142822265625,0.716796875,0.573974609375
8,0.15478515625,0.72265625,0.56787109375
9,0.1640625,0.716064453125,0.552001953125
10,0.134033203125,0.7216796875,0.587646484375
11,0.166748046875,0.716064453125,0.54931640625
12,0.14453125,0.71923828125,0.57470703125
13,0.16015625,0.7021484375,0.5419921875
14,0.127685546875,0.71826171875,0.590576171875
15,0.15283203125,0.708984375,0.55615234375
16,0.138427734375,0.724365234375,0.5859375
