run,raw_z0,gauze_z0,delta
1,-0.454833984375,0.246337890625,0.701171875
2,-0.448486328125,0.245361328125,0.69384765625
3,-0.443359375,0.236083984375,0.679443359375
4,-0.441650390625,0.247314453125,0.68896484375
5,-0.43212890625,0.266357421875,0.698486328125
6,-0.4560546875,0.23876953125,0.69482421875
7,-0.435791015625,0.261474609375,0.697265625
8,-0.443115234375,0.2470703125,0.690185546875
9,-0.43359375,0.24658203125,0.68017578125
10,-0.43896484375,0.2470703125,0.68603515625
11,-0.44970703125,0.255126953125,0.704833984375
12,-0.452880859375,0.227783203125,0.6806640625
13,-0.42919921875,0.22509765625,0.654296875
14,-0.4384765625,0.233642578125,0.672119140625
15,-0.446533203125,0.244384765625,0.69091796875
16,-0.4326171875,0.237548828125,0.670166015625
