run,raw_z0,gauze_z0,delta
1,0.562744140625,0.759033203125,0.1962890625
2,0.57763671875,0.73876953125,0.1611328125
3,0.5634765625,0.72900390625,0.16552734375
4,0.5703125,0.75,0.1796875
5,0.576416015625,0.749267578125,0.1728515625
6,0.5751953125,0.7412109375,0.166015625
7,0.57373046875,0.750732421875,0.177001953125
8,0.580322265625,0.744140625,0.163818359375
9,0.57470703125,0.72802734375,0.1533203125
10,0.58349609375,0.74365234375,0.16015625
11,0.5751953125,0.732177734375,0.156982421875
12,0.5703125,0.740966796875,0.170654296875
13,0.580078125,0.7490234375,0.1689453125
14,0.561279296875,0.746337890625,0.18505859375
15,0.584228515625,0.7490234375,0.164794921875
16,0.5673828125,0.7373046875,0.169921875
